,APPLICATION_STATUS,QUEUE_ID,CURRENT_STAGE,MARITAL_STATUS,GENDER,AGE,EDUCATION,RESIDENCE_TYPE,EMPLOY_CONSTITUTION,PAN_STATUS,CIBIL_SCORE,APPLICATION_SCORE,RESIDENTIAL_ADDRESS_SCORE,OFFICE_ADDRESS_SCORE,APPLIED_AMOUNT,LOAN_TENOR,PRIMARY_ASSET_CTG,PRIMARY_ASSET_MAKE,PRIMARY_ASSET_MODELNO,VOTER_ID,DRIVING_LICENSE,AADHAAR,PAN,BANK_PASSBOOK,APPLIED_AMOUNT_TRANS
1739,Declined,Straight  Through Process,DCLN,Married,Male,44,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,726,53,81.2,53.21,70000,18,LED_TV,SAMSUNG,UA50J5570AULXL,F,F,T,F,F,265
1740,Approved,Under.Writer,APRV,Married,Male,40,GRADUATE,OWNED,SALARIED,ERROR,775,67,75.8,0.0,50000,18,AC,LG,JSNQ18NPXA,F,F,T,T,F,224
1741,Approved,Under.Writer,INV_GNR,Married,Male,47,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,55,98.24,73.79,20000,10,HOME THEATRE,TARGET,K1110 FM,F,F,T,F,F,141
1742,Approved,Straight  Through Process,INV_GNR,Married,Male,32,POST-GRADUATE,OWNED,SALARIED,Pan Not Submitted,837,128,0.0,0.0,26000,10,TELEVISION,LLOYD,L32FBC,F,F,T,F,F,161
1743,Approved,Under.Writer,LOS_DISB,Married,Female,37,GRADUATE,OWNED,SALARIED,Pan Not Submitted,-10,13,80.31,0.0,24000,10,LED_TV,PHILIPS,32PFL5270,F,F,T,F,F,155
1744,Approved,Straight  Through Process,APRV,Married,Male,41,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,784,71,76.24,75.61,50000,10,AIR CONDITIONER,GODREJ,GSC 12 FR 5 WMT,F,F,F,T,F,224
1745,Approved,Straight  Through Process,APRV,Married,Male,31,GRADUATE,OWNED,SALARIED,ERROR,776,103,68.99,67.32,20000,10,LED_TV,LG,22LN4105,F,F,T,T,F,141
1746,Approved,Straight  Through Process,PD_DE,Married,Male,31,GRADUATE,OWNED,SALARIED,ERROR,800,132,0.0,0.0,44000,10,AIR CONDITIONER,DAIKIN,DTF35RRV161/RFD35RRV161,F,F,F,T,F,210
1747,Declined,Straight  Through Process,PD_DE,Married,Male,28,UNDER GRADUATE,OWNED,SALARIED,ERROR,737,65,37.66,37.8,30000,10,AC,WHIRLPOOL,SW ULTRA PEARL WINE 6.2KG,F,F,T,T,F,173
1748,Approved,Straight  Through Process,INV_GNR,Single,Male,25,GRADUATE,RENTED,SALARIED,Pan Not Submitted,776,84,80.14,46.22,18000,18,HOME THEATRE,SONYNEW,HT-RT3//M   E12,F,F,F,F,F,134
1749,Declined,Straight  Through Process,PD_DE,Married,Male,43,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,596,92,74.58,68.46,40000,12,AC,LG,WASHING MACHINE VANILLA,F,F,T,T,F,200
1750,Approved,Straight  Through Process,PD_DE,Married,Male,44,UNDER GRADUATE,OWNED,SELF-EMPLOYED,NOT_FOUND,782,89,0.0,0.0,15500,10,REF,HAIER,HRD-2204PRD-R,F,F,F,T,F,124
1751,Approved,Straight  Through Process,PD_DE,Married,Female,44,OTHERS,OWNED,SALARIED,NOT_FOUND,802,49,0.0,72.92,20000,10,AC,WHIRLPOOL,SW ULTRA PEARL WINE 6.2KG,F,F,F,T,F,141
1752,Approved,Straight  Through Process,PD_DE,Married,Male,36,GRADUATE,RENTED,SALARIED,NOT_FOUND,811,79,0.0,0.0,45000,10,AC,BLUESTAR,3CNHW18CAFU,F,F,F,T,F,212
1753,Approved,Straight  Through Process,APRV,Married,Female,57,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,85.83,87.79,25000,18,REF,WHIRLPOOL,200 GENIUS CLS PLUS 4S WINE FIESTA,F,F,T,F,F,158
1754,Approved,Straight  Through Process,APRV,Married,Male,34,GRADUATE,RENTED,SALARIED,Pan Not Submitted,777,35,43.8,46.15,15000,18,AC,WHIRLPOOL,ACE 8.2 TURBO DRY  FLORAL PURPLE,F,T,F,F,F,122
1755,Approved,Straight  Through Process,SRNV,Single,Female,34,POST-GRADUATE,OWNED,SELF-EMPLOYED,ERROR,838,127,66.38,62.5,53000,12,REF,SAMSUNG,RT47K6238UT/TL,F,F,T,T,F,230
1756,Approved,Straight  Through Process,INV_GNR,Married,Male,32,GRADUATE,OWNED,SALARIED,ERROR,774,76,65.65,0.0,50000,10,HDTV,VIDEOCON,VNF50FH11F,F,F,T,T,F,224
1757,Approved,Straight  Through Process,PD_DE,Married,Male,27,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,81.2,82.11,15000,24,LED_TV,INTEX,LED-3107,F,F,T,F,F,122
1758,Approved,Straight  Through Process,INV_GNR,Married,Male,41,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,812,112,87.4,0.0,37000,10,AIR CONDITIONER,HITACHI,RAU021AWXA,F,F,F,T,F,192
1759,Declined,Under.Writer,DCLN,Married,Male,47,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,55,98.24,72.82,20000,10,LED_TV,SONY,KLV-40W562D,F,F,T,F,F,141
1760,Declined,Under.Writer,PD_DE,Married,Male,29,UNDER GRADUATE,OWNED,SALARIED,ERROR,-10,55,90.0,60.4,50000,10,LED_TV,SAMSUNG,UA32K5300ARLXL,F,F,T,T,F,224
1761,Declined,Straight  Through Process,DCLN,Married,Male,34,GRADUATE,OWNED,SALARIED,ERROR,709,90,86.93,66.38,35000,10,AIR CONDITIONER,DAIKIN,DTF35RRV161/RFD35RRV161,F,F,T,T,F,187
1762,Declined,Straight  Through Process,PD_DE,Married,Female,27,POST-GRADUATE,RENTED,SELF-EMPLOYED,ERROR,0,47,51.2,45.33,40000,10,AIR CONDITIONER,LG,JS-Q18AUXA,F,F,F,T,F,200
1763,Declined,Under.Writer,DCLN,Married,Female,23,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,13,67.65,61.64,20000,12,REF,GODREJ,REFRIGERATORS VANILLA,F,F,T,F,F,141
1764,Approved,Under.Writer,APRV,Married,Male,25,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,769,49,78.07,56.99,50000,10,AC,LG,JSNQ18NPXA,F,F,T,T,F,224
1765,Declined,Straight  Through Process,PD_DE,Single,Male,30,GRADUATE,OWNED,SALARIED,ERROR,688,102,82.08,58.0,35000,12,LED_TV,SAMSUNG,UA32K4300ARMXL,F,F,T,T,F,187
1766,Approved,Straight  Through Process,SRNV,Married,Male,30,UNDER GRADUATE,OWNED,SALARIED,ERROR,735,124,81.62,80.73,20500,18,REF,LG,GL-D221APAI,F,F,T,T,F,143
1767,Approved,Under.Writer,SRNV,Single,Male,26,UNDER GRADUATE,RENTED,SALARIED,ERROR,-10,13,76.32,67.05,35000,12,LED_TV,LG,32LH604T,F,F,T,T,F,187
1768,Approved,Under.Writer,PD_DE,Married,Male,41,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,805,119,0.0,0.0,65000,18,LED_TV,SAMSUNG,UA43K5002AKXXL,F,F,T,T,F,255
1769,Approved,Straight  Through Process,APRV,Married,Female,53,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,781,55,0.0,0.0,19900,100,MICROWAVE,LG,MC2886SFU,F,F,T,F,F,141
1770,Approved,Under.Writer,APRV,Married,Male,27,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,749,72,89.58,73.55,50000,12,AC,HAIER,HSU-13CNFR5CNA-NMWCNE,F,F,T,F,F,224
1771,Approved,Straight  Through Process,APRV,Married,Male,51,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,826,87,0.0,0.0,65000,10,REF,HITACHI,R-WB480PND2-(GBW),F,F,F,T,F,255
1772,Approved,Straight  Through Process,APRV,Single,Male,31,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,750,30,62.39,67.74,22000,10,REF,WHIRLPOOL,NEO FR258 ROY 3S ILLUSIA STEEL,F,F,T,T,F,148
1773,Approved,Straight  Through Process,APRV,Married,Male,32,POST-GRADUATE,RENTED,SALARIED,ERROR,770,44,71.77,0.0,40000,12,REF,LG,GL-U372JPZX,F,F,T,T,F,200
1774,Declined,Straight  Through Process,DCLN,Married,Male,31,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,623,99,85.81,0.0,50000,12,AIR CONDITIONER,LG,JS-Q12VPXD,F,T,T,F,F,224
1775,Declined,Straight  Through Process,PD_DE,Married,Male,32,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,503,82,89.44,68.22,25000,12,LED_TV,LG,24LH452A,F,F,T,F,F,158
1776,Declined,Under.Writer,DCLN,Single,Male,37,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,80.77,64.89,16500,10,REF,SAMSUNG,RR2115CCASA/TL,F,F,F,T,F,128
1777,Approved,Straight  Through Process,INV_GNR,Single,Male,50,GRADUATE,OWNED,SALARIED,Pan Not Submitted,833,115,87.42,88.75,30000,12,LED_TV,INTEX,LED-3222,F,F,T,F,F,173
1778,Approved,Straight  Through Process,PD_DE,Single,Male,26,GRADUATE,RENTED,SALARIED,ERROR,820,62,67.72,0.0,65000,10,AIR CONDITIONER,WHIRLPOOL,1.5T MAGICOOL PRM COPR 2S -WHITE-S,F,F,F,T,F,255
1779,Approved,Straight  Through Process,INV_GNR,Married,Male,28,GRADUATE,OWNED,SALARIED,Pan Not Submitted,786,71,79.08,0.0,25000,10,LED_TV,LG,32LH564A,F,T,F,F,F,158
1780,Approved,Straight  Through Process,PD_DE,Married,Male,49,GRADUATE,OWNED,SALARIED,ERROR,842,134,71.91,0.0,20000,10,AC,WHIRLPOOL,STAINWASH ULTRA UL62H - WINE 10 WTY,F,F,T,T,F,141
1781,Approved,Under.Writer,INV_GNR,Married,Male,40,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,761,39,77.97,77.04,60000,10,TELEVISION,SONY,KDL-43W800D IN5,T,F,T,T,F,245
1782,Approved,Straight  Through Process,PD_DE,Married,Male,37,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,767,59,75.72,0.0,30000,12,TELEVISION,SONY,KDL-32W512D,F,F,T,T,F,173
1783,Approved,Straight  Through Process,PD_DE,Married,Male,62,UNDER GRADUATE,OWNED,SALARIED,ERROR,813,92,87.21,83.33,26500,10,AIR CONDITIONER,VOLTAS,AIR CONDITIONER VANILLA,F,F,F,T,F,163
1784,Declined,Straight  Through Process,PD_DE,Single,Female,39,POST-GRADUATE,OWNED,SALARIED,ERROR,638,110,75.17,73.55,53000,12,LED_TV,SONYNEW,KLV-43W752D IN5,F,T,T,T,F,230
1785,Approved,Straight  Through Process,PD_DE,Married,Male,38,GRADUATE,RENTED,SALARIED,ERROR,817,120,91.11,83.65,35000,12,LED_TV,SONYNEW,KLV-32R302D IN5,F,F,T,T,F,187
1786,Declined,Under.Writer,DCLN,Married,Male,28,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,13,67.57,0.0,30000,12,TELEVISION,SONY,KDL-32W512D,F,F,T,T,F,173
1787,Declined,Straight  Through Process,DCLN,Married,Male,48,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,726,60,94.66,68.07,30000,10,REF,WHIRLPOOL,NEO FR305 ROY PLUS 4S ILLUSIA STEEL,F,T,F,F,F,173
1788,Declined,Under.Writer,PD_DE,Married,Male,47,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,-10,55,81.71,70.19,20000,10,LED_TV,SONY,KLV-40W562D,F,F,T,F,F,141
1789,Approved,Straight  Through Process,SRNV,Married,Male,34,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,817,75,67.69,58.41,30000,12,REF,SAMSUNG,RR2115CCASA/TL,F,T,F,F,F,173
1790,Declined,Under.Writer,DCLN,Single,Male,22,POST-GRADUATE,OWNED,SALARIED,ERROR,-10,13,82.73,0.0,33436,10,AC,IFB,SENORITA AQUA SX,F,T,F,T,F,183
1791,Approved,Straight  Through Process,PD_DE,Married,Female,50,GRADUATE,OWNED,SALARIED,ERROR,799,109,85.81,73.5,30000,12,MICROWAVE,PANASONIC,NN-CT265MFDG,F,F,T,T,F,173
1792,Approved,Straight  Through Process,PD_DE,Married,Female,41,GRADUATE,RENTED,SELF-EMPLOYED,Pan Not Submitted,797,101,75.62,85.83,15000,10,Washing_machine,VIDEOCON,VS75Z20,F,F,T,F,F,122
1793,Approved,Straight  Through Process,INV_GNR,Married,Male,23,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,802,85,77.78,0.0,32500,10,LED_TV,LG,32LH602D,F,F,T,T,F,180
1794,Approved,Straight  Through Process,PD_DE,Married,Male,33,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,774,52,77.78,72.63,15000,12,TELEVISION,VIDEOCON,VJW24FH02C,F,F,F,T,F,122
1795,Approved,Straight  Through Process,PD_DE,Married,Male,42,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,819,134,77.36,82.81,37000,10,AIR CONDITIONER,CARRIER,18K SUPERIA INVRT SPLIT AC 5I-CO,F,T,F,T,F,192
1796,Approved,Straight  Through Process,SRNV,Married,Male,53,GRADUATE,OWNED,SALARIED,ERROR,801,120,77.55,0.0,50000,10,Washing_machine,LG,P8237R3SA,F,T,F,T,F,224
1797,Declined,Straight  Through Process,DCLN,Married,Male,43,OTHERS,OWNED,SELF-EMPLOYED,ERROR,733,60,77.5,72.04,14000,12,LED_TV,SAMSUNG,UA24J4100ARMXL,T,F,T,T,F,118
1798,Approved,Straight  Through Process,INV_GNR,Single,Female,40,GRADUATE,RENTED,SALARIED,Pan Not Submitted,833,120,78.21,70.07,30000,10,LED_TV,SONY,KLV-40W562D,F,F,T,F,F,173
1799,Declined,Straight  Through Process,DCLN,Married,Male,33,GRADUATE,OWNED,SALARIED,Pan Not Submitted,630,85,56.43,0.0,32000,12,AIR CONDITIONER,LG,GL-U372HPBL,F,F,T,F,F,179
1800,Declined,Under.Writer,DCLN,Married,Male,35,GRADUATE,RENTED,SALARIED,Pan Not Submitted,-10,68,0.0,0.0,35000,10,TELEVISION,ONIDA,LEO40FBV,F,F,T,F,F,187
1801,Declined,Straight  Through Process,DCLN,Single,Male,26,GRADUATE,OWNED,SALARIED,ERROR,614,84,80.19,0.0,46500,12,LED_TV,VU,55UH8475,F,F,T,T,F,216
1802,Declined,Straight  Through Process,DCLN,Married,Male,40,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,535,61,68.79,70.89,30000,10,REF,SAMSUNG,RR2115CCASA/TL,F,F,F,T,F,173
1803,Approved,Straight  Through Process,SRNV,Married,Female,26,GRADUATE,OWNED,SALARIED,ERROR,-10,13,0.0,0.0,50000,10,LED_TV,LG,49LB5510,F,F,F,T,F,224
1804,Declined,Straight  Through Process,PD_DE,Married,Male,26,GRADUATE,OWNED,SALARIED,ERROR,588,5,85.08,0.0,50000,12,LED_TV,SAMSUNG,UA43K5100ARMXL,F,F,T,T,F,224
1805,Approved,Straight  Through Process,PD_DE,Married,Male,33,GRADUATE,RENTED,SALARIED,Pan Not Submitted,817,75,0.0,62.16,11990,12,HDTV,SANSUI,SNS24FB29C,T,F,F,F,F,109
1806,Declined,Under.Writer,PD_DE,Married,Male,27,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,-10,13,85.45,73.2,19000,10,REF,SAMSUNG,RR22M274YR2/NL,F,F,F,T,T,138
1807,Declined,Straight  Through Process,DCLN,Married,Male,50,GRADUATE,OWNED,SALARIED,ERROR,609,92,71.14,0.0,40000,12,AC,LG,LSA24VTDH,F,F,T,T,F,200
1808,Declined,Straight  Through Process,DCLN,Married,Male,56,OTHERS,RENTED,SELF-EMPLOYED,ERROR,654,27,77.05,73.39,35000,10,AIR CONDITIONER,SAMSUNG,ASV125PBB,F,F,T,T,F,187
1809,Declined,Straight  Through Process,PD_DE,Married,Male,33,POST-GRADUATE,OWNED,SELF-EMPLOYED,ERROR,565,66,85.31,0.0,12750,10,REF,WHIRLPOOL,200 IM POWERCOOL PRM 4S GOLD IMPERI,F,F,T,T,F,113
1810,Approved,Straight  Through Process,PD_DE,Married,Male,32,OTHERS,OWNED,SELF-EMPLOYED,ERROR,-10,13,76.25,59.46,12000,12,Washing_machine,KELVINATOR,KF6091WH,F,F,F,T,F,110
1811,Approved,Straight  Through Process,INV_GNR,Married,Male,30,GRADUATE,OWNED,SALARIED,Pan Not Submitted,768,60,0.0,0.0,12000,12,AC,WHIRLPOOL,ACE 6.5 SUPREME PLUS  PEPPY PURPLE,F,F,T,F,F,110
1812,Approved,Under.Writer,INV_GNR,Married,Male,53,GRADUATE,OWNED,SALARIED,Pan Not Submitted,771,87,40.26,61.36,40000,18,AIR CONDITIONER,LG,GL-U372HPBL,F,F,T,F,F,200
1813,Approved,Straight  Through Process,APRV,Single,Male,22,GRADUATE,OWNED,SALARIED,Pan Not Submitted,795,34,76.27,47.48,30000,10,REF,WHIRLPOOL,200 GENIUS CLS PLUS 4S WINE FIESTA,F,F,T,F,F,173
1814,Declined,Straight  Through Process,DCLN,Married,Male,31,GRADUATE,RENTED,SALARIED,Pan Not Submitted,737,52,81.56,71.93,15000,10,REF,SAMSUNG,RR19H1835PX/TL,F,F,T,F,F,122
1815,Approved,Straight  Through Process,PD_DE,Married,Male,34,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,786,69,84.55,70.73,15000,10,HOME THEATRE,SONY,HT-TZ145,F,T,F,F,F,122
1816,Approved,Straight  Through Process,APRV,Married,Male,31,GRADUATE,RENTED,SALARIED,ERROR,-10,13,0.0,0.0,25000,10,REF,SAMSUNG,RR2115CCASA/TL,F,F,T,T,F,158
1817,Declined,Straight  Through Process,DCLN,Married,Male,48,UNDER GRADUATE,RENTED,SELF-EMPLOYED,ERROR,589,15,83.61,0.0,40000,12,AC,LG,JSNQ18NPXA,F,F,T,T,F,200
1818,Declined,Under.Writer,DCLN,Married,Male,43,GRADUATE,OWNED,SALARIED,ERROR,820,92,87.5,70.19,40000,10,AIR CONDITIONER,DAIKIN,DTF35RRV161/RFD35RRV161,F,F,F,T,F,200
1819,Approved,Straight  Through Process,PD_DE,Married,Male,36,GRADUATE,OWNED,SALARIED,ERROR,789,71,82.61,0.0,46000,18,AIR CONDITIONER,CARRIER,DURAEDGE 24K,F,F,T,T,F,214
1820,Declined,Straight  Through Process,DCLN,Married,Male,27,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,678,45,63.49,58.06,25000,12,REF,SAMSUNG,RT26H3000PX/TL,F,T,T,F,F,158
1821,Approved,Straight  Through Process,APRV,Married,Male,36,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,774,74,76.3,71.43,50000,10,AIR CONDITIONER,SAMSUNG,AR18MV5HETSXNA,F,F,T,F,F,224
1822,Approved,Straight  Through Process,INV_GNR,Married,Male,40,GRADUATE,OWNED,SALARIED,ERROR,-10,13,55.56,59.46,9000,12,WATER PURIFIER,KENT,WATER PURIFIER VANILLA,F,F,T,T,F,95
1823,Approved,Straight  Through Process,PD_DE,Married,Female,41,OTHERS,OWNED,SELF-EMPLOYED,Pan Not Submitted,849,132,60.54,0.0,45000,10,AIR CONDITIONER,LG,GL-U372HPBL,F,F,T,F,F,212
1824,Approved,Straight  Through Process,PD_DE,Single,Male,25,PROFESSIONAL,RENTED,SELF-EMPLOYED,ERROR,804,78,0.0,0.0,35000,10,AIR CONDITIONER,WHIRLPOOL,1.5T MAGICOOL PRM COPR 2S -WHITE-S,F,F,F,T,F,187
1825,Declined,Straight  Through Process,PD_DE,Married,Male,48,GRADUATE,RENTED,SALARIED,ERROR,637,103,85.81,49.12,50000,10,REF,LG,GL-D241ASLT,F,F,F,T,F,224
1826,Approved,Straight  Through Process,PD_DE,Married,Male,26,GRADUATE,RENTED,SALARIED,ERROR,762,74,52.94,63.19,25500,10,AC,IFB,TL-SDR 6.5KG AQUA,F,F,F,T,F,160
1827,Approved,Straight  Through Process,PD_DE,Married,Male,40,UNDER GRADUATE,OWNED,SALARIED,Pan Not Submitted,776,70,0.0,0.0,20000,10,AC,GODREJ,WS EDGEPRO 800CS Lilac Sprinkle,F,F,T,F,F,141
1828,Approved,Straight  Through Process,INV_GNR,Married,Male,38,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,804,53,74.73,65.6,20000,10,Washing_machine,SAMSUNG,WA62K4200HY/TL,F,F,T,F,F,141
1829,Declined,Straight  Through Process,DCLN,Married,Male,35,GRADUATE,OWNED,SALARIED,ERROR,516,14,84.62,92.16,30000,12,AIR CONDITIONER,GODREJ,GSC 12 FR 5 Wog,F,F,T,T,F,173
1830,Approved,Straight  Through Process,APRV,Married,Male,32,GRADUATE,OWNED,SALARIED,ERROR,774,89,65.65,0.0,40000,10,TELEVISION,PANASONIC,TH-40DS500D,F,F,T,T,F,200
1831,Approved,Straight  Through Process,PD_DE,Single,Male,37,OTHERS,OWNED,SALARIED,Pan Not Submitted,789,30,0.0,0.0,17000,10,REF,WHIRLPOOL,REFRIGERATORS VANILLA,F,T,F,F,F,130
1832,Declined,Straight  Through Process,PD_DE,Single,Female,40,GRADUATE,OWNED,SALARIED,ERROR,634,72,0.0,0.0,50000,12,HOME THEATRE,TARGET,K1110 FM,T,F,F,T,F,224
1833,Approved,Straight  Through Process,PD_DE,Married,Female,41,GRADUATE,RENTED,SALARIED,ERROR,772,40,92.91,0.0,29000,12,REF,WHIRLPOOL,NEO FR278 PRM NOVA STEEL 3S,F,F,F,T,F,170
1834,Declined,Straight  Through Process,PD_DE,Married,Male,36,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,555,65,0.0,0.0,37000,12,AIR CONDITIONER,DAIKIN,FTKP60RRV16/RKP60RRV16,F,F,F,T,F,192
1835,Approved,Straight  Through Process,APRV,Married,Male,47,OTHERS,RENTED,SALARIED,Pan Not Submitted,771,42,78.57,0.0,52000,12,LED_TV,SAMSUNG,UA40H4250ARLXL,F,F,T,F,F,228
1836,Approved,Straight  Through Process,PD_DE,Married,Male,53,POST-GRADUATE,OWNED,SALARIED,Pan Not Submitted,825,72,82.86,62.86,55000,15,REF,SAMSUNG,RT47K6358SL/TL,F,F,T,F,F,235
1837,Declined,Straight  Through Process,PD_DE,Married,Male,30,GRADUATE,RENTED,SALARIED,Pan Not Submitted,731,85,0.0,0.0,15000,12,REF,HAIER,HRD-2157PRD-R,F,F,T,F,F,122
1838,Declined,Straight  Through Process,PD_DE,Married,Female,28,GRADUATE,RENTED,SELF-EMPLOYED,ERROR,744,50,90.57,89.47,50000,10,LED_TV,SONY,KLV-40W562D,F,F,F,T,T,224
1839,Approved,Straight  Through Process,INV_GNR,Married,Male,36,GRADUATE,OWNED,SALARIED,Pan Not Submitted,796,60,0.0,0.0,50000,10,LED_TV,SONY,KLV-40W562D,F,F,T,F,F,224
1840,Declined,Straight  Through Process,DCLN,Married,Male,36,GRADUATE,OWNED,SALARIED,ERROR,559,32,69.72,85.0,28000,12,TELEVISION,ONIDA,LEO40HNE,F,F,F,T,F,167
1841,Approved,Under.Writer,PD_DE,Married,Male,35,UNDER GRADUATE,OWNED,SELF-EMPLOYED,ERROR,-10,13,0.0,0.0,55000,18,LED_TV,SAMSUNG,UA40H4250ARLXL,F,F,F,T,T,235
1842,Approved,Straight  Through Process,APRV,Married,Female,51,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,760,105,79.21,72.45,33000,8,AIR CONDITIONER,SAMSUNG,AR12MV3HETSNNA,F,F,F,F,F,182
1843,Declined,Straight  Through Process,PD_DE,Married,Male,32,GRADUATE,RENTED,SALARIED,ERROR,733,50,53.62,71.31,15000,12,LED_TV,PANASONIC,TH-24C400DX,F,F,T,T,F,122
1844,Approved,Straight  Through Process,INV_GNR,Married,Male,28,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,779,79,80.0,80.0,35000,18,AIR CONDITIONER,PANASONIC,CS/CU-KC18SKY3R,F,T,F,F,F,187
1845,Declined,Under.Writer,DCLN,Single,Male,23,GRADUATE,OWNED,SALARIED,Pan Not Submitted,0,37,75.51,0.0,100000,10,LED_TV,SAMSUNG,UA50J5570AULXL,F,T,T,F,F,316
1846,Approved,Under.Writer,LOS_DISB,Married,Male,34,UNDER GRADUATE,RENTED,SALARIED,Pan Not Submitted,788,96,51.64,66.3,18000,12,REF,LG,GL-B201ASAW,F,F,T,F,F,134
1847,Approved,Straight  Through Process,PD_DE,Married,Male,28,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,779,34,69.63,69.63,32000,10,LED_TV,SAMSUNG,UA22F5100ARLXL,F,F,T,F,F,179
1848,Approved,Straight  Through Process,APRV,Married,Male,47,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,841,60,87.5,77.59,30000,12,AIR CONDITIONER,LLOYD,LW19A3Z 3 STAR 1.5 TON,F,F,F,T,F,173
1849,Declined,Straight  Through Process,PD_DE,Married,Male,43,OTHERS,OWNED,SELF-EMPLOYED,ERROR,735,65,77.5,66.96,14000,12,LED_TV,SAMSUNG,UA24J4100ARMXL,T,F,T,T,F,118
1850,Approved,Straight  Through Process,APRV,Married,Male,45,UNDER GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,817,125,68.42,81.25,40000,10,AIR CONDITIONER,SAMSUNG,AR12JC3HATPNNA,F,F,T,F,F,200
1851,Approved,Straight  Through Process,INV_GNR,Married,Male,36,OTHERS,RENTED,SALARIED,Pan Not Submitted,773,64,87.6,66.12,22000,10,LED_TV,LG,32LN4900,F,F,T,F,T,148
1852,Declined,Straight  Through Process,DCLN,Married,Male,58,OTHERS,OWNED,SALARIED,ERROR,739,112,71.69,41.67,30000,10,HOME THEATRE,BOSCH,K1110 FM,T,F,F,T,F,173
1853,Declined,Straight  Through Process,DCLN,Married,Male,31,GRADUATE,OWNED,SELF-EMPLOYED,ERROR,672,-18,56.74,77.56,30000,12,AC,BLUESTAR,3W18GA,T,F,F,T,F,173
1854,Declined,Straight  Through Process,DCLN,Married,Male,34,GRADUATE,OWNED,SALARIED,NOT_FOUND,0,48,77.08,57.66,14900,18,TELEVISION,SONY,KLV-24P413D IN5,T,F,T,T,F,122
1855,Approved,Straight  Through Process,PD_DE,Married,Male,45,GRADUATE,OWNED,SELF-EMPLOYED,Pan Not Submitted,838,140,0.0,0.0,30000,12,REF,WHIRLPOOL,NEO FR278 CLS PLUS 3S TWILGHT TITNM,F,T,T,F,F,173
1856,Approved,Straight  Through Process,INV_GNR,Married,Male,51,GRADUATE,OWNED,SALARIED,NOT_FOUND,870,115,75.0,61.16,32000,12,AIR CONDITIONER,HITACHI,RAU021AWXA,F,F,T,T,F,179
1857,Approved,Under.Writer,APRV,Married,Female,24,GRADUATE,OWNED,SELF-EMPLOYED,NOT_FOUND,-10,53,73.38,71.43,45000,10,AIR CONDITIONER,DAIKIN,FTC50RRV1615/RC50RRV1615,F,F,T,T,F,212
1858,Approved,Straight  Through Process,PD_DE,Married,Male,23,GRADUATE,RENTED,SALARIED,NOT_FOUND,819,75,81.95,83.93,35000,12,AQUAGUARD,EUREKA FORBES,XPERT,F,T,F,T,F,187
1859,Approved,Straight  Through Process,APRV,Single,Female,23,GRADUATE,OWNED,SALARIED,NOT_FOUND,784,78,95.15,0.0,25000,12,LED_TV,SAMSUNG,UA32FH4003RLXL,F,F,T,T,T,158
